n_e20_avg[1/m^3],T_e_avg[keV],I_ST[kg],TBR,TBR_DDn,Cost_per_kWh[USD/MWh],Tdot_fusion[T/s],Tdot_breedingDT[T/s],Tdot_breedingDD[T/s],Tdot_diff[T/s],Tdot_tot[T/s],startup_time[hour],Pf_DD[MW],Pf_DD_DT[MW],Pf_DD_DHe3[MW],Pf_DD_tot[MW],Pf_DT[MW],P_e_net_DD[MW],Q_DD,P_e_net_DT[MW],Q_DT,E_lost[MJ],Dollar_lost[USD]
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,7.500000000000000000e-01,1.499999999999999944e-01,3.659089268079314432e+18,2.822445800461202240e+17,3.289228507791329280e+18,3.659455213600673792e+18,7.230562355916764160e+18,1.850827547553046679e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.472276856888688660e+10,6.134486903702869415e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,7.500000000000000000e-01,2.374999999999999889e-01,3.659089268079314432e+18,2.822445800461202240e+17,3.289228507791329280e+18,3.659455213600673792e+18,7.230562355916764160e+18,1.850827547553046679e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.472276856888688660e+10,9.712937597529543638e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,7.500000000000000000e-01,3.249999999999999556e-01,3.659089268079314432e+18,2.822445800461202240e+17,3.289228507791329280e+18,3.659455213600673792e+18,7.230562355916764160e+18,1.850827547553046679e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.472276856888688660e+10,1.329138829135621548e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,7.500000000000000000e-01,4.124999999999999778e-01,3.659089268079314432e+18,2.822445800461202240e+17,3.289228507791329280e+18,3.659455213600673792e+18,7.230562355916764160e+18,1.850827547553046679e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.472276856888688660e+10,1.686983898518289089e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,7.500000000000000000e-01,5.000000000000000000e-01,3.659089268079314432e+18,2.822445800461202240e+17,3.289228507791329280e+18,3.659455213600673792e+18,7.230562355916764160e+18,1.850827547553046679e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.472276856888688660e+10,2.044828967900956631e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,8.750000000000000000e-01,1.499999999999999944e-01,3.659089268079314432e+18,2.822445800461202240e+17,3.837433259089884160e+18,3.659455213600673792e+18,7.778767107215319040e+18,1.712940004642184795e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.362591522590902519e+10,5.677464677462093830e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,8.750000000000000000e-01,2.374999999999999889e-01,3.659089268079314432e+18,2.822445800461202240e+17,3.837433259089884160e+18,3.659455213600673792e+18,7.778767107215319040e+18,1.712940004642184795e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.362591522590902519e+10,8.989319072648315430e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,8.750000000000000000e-01,3.249999999999999556e-01,3.659089268079314432e+18,2.822445800461202240e+17,3.837433259089884160e+18,3.659455213600673792e+18,7.778767107215319040e+18,1.712940004642184795e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.362591522590902519e+10,1.230117346783453465e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,8.750000000000000000e-01,4.124999999999999778e-01,3.659089268079314432e+18,2.822445800461202240e+17,3.837433259089884160e+18,3.659455213600673792e+18,7.778767107215319040e+18,1.712940004642184795e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.362591522590902519e+10,1.561302786302075624e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,8.750000000000000000e-01,5.000000000000000000e-01,3.659089268079314432e+18,2.822445800461202240e+17,3.837433259089884160e+18,3.659455213600673792e+18,7.778767107215319040e+18,1.712940004642184795e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.362591522590902519e+10,1.892488225820698023e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,1.000000000000000000e+00,1.499999999999999944e-01,3.659089268079314432e+18,2.822445800461202240e+17,4.385638010388439040e+18,3.659455213600673792e+18,8.326971858513873920e+18,1.594190000294141828e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.268129516453054237e+10,5.283872985221058726e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,1.000000000000000000e+00,2.374999999999999889e-01,3.659089268079314432e+18,2.822445800461202240e+17,4.385638010388439040e+18,3.659455213600673792e+18,8.326971858513873920e+18,1.594190000294141828e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.268129516453054237e+10,8.366132226600010395e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,1.000000000000000000e+00,3.249999999999999556e-01,3.659089268079314432e+18,2.822445800461202240e+17,4.385638010388439040e+18,3.659455213600673792e+18,8.326971858513873920e+18,1.594190000294141828e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.268129516453054237e+10,1.144839146797895908e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,1.000000000000000000e+00,4.124999999999999778e-01,3.659089268079314432e+18,2.822445800461202240e+17,4.385638010388439040e+18,3.659455213600673792e+18,8.326971858513873920e+18,1.594190000294141828e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.268129516453054237e+10,1.453065070935791016e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.100000000000000089e+00,1.000000000000000000e+00,5.000000000000000000e-01,3.659089268079314432e+18,2.822445800461202240e+17,4.385638010388439040e+18,3.659455213600673792e+18,8.326971858513873920e+18,1.594190000294141828e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.268129516453054237e+10,1.761290995073686361e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,5.000000000000000000e-01,1.499999999999999944e-01,3.659089268079314432e+18,3.335617764181420800e+17,2.192819005194219520e+18,3.659455213600673792e+18,6.185470049691676672e+18,2.186462691331369570e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.739264375632203674e+10,7.246934898467514515e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,5.000000000000000000e-01,2.374999999999999889e-01,3.659089268079314432e+18,3.335617764181420800e+17,2.192819005194219520e+18,3.659455213600673792e+18,6.185470049691676672e+18,2.186462691331369570e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.739264375632203674e+10,1.147431358924023151e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,5.000000000000000000e-01,3.249999999999999556e-01,3.659089268079314432e+18,3.335617764181420800e+17,2.192819005194219520e+18,3.659455213600673792e+18,6.185470049691676672e+18,2.186462691331369570e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.739264375632203674e+10,1.570169228001294613e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,5.000000000000000000e-01,4.124999999999999778e-01,3.659089268079314432e+18,3.335617764181420800e+17,2.192819005194219520e+18,3.659455213600673792e+18,6.185470049691676672e+18,2.186462691331369570e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.739264375632203674e+10,1.992907097078566313e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,5.000000000000000000e-01,5.000000000000000000e-01,3.659089268079314432e+18,3.335617764181420800e+17,2.192819005194219520e+18,3.659455213600673792e+18,6.185470049691676672e+18,2.186462691331369570e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.739264375632203674e+10,2.415644966155838013e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,6.250000000000000000e-01,1.499999999999999944e-01,3.659089268079314432e+18,3.335617764181420800e+17,2.741023756492774400e+18,3.659455213600673792e+18,6.733674800990230528e+18,1.996524721256978955e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.588174514259299278e+10,6.617393809413746595e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,6.250000000000000000e-01,2.374999999999999889e-01,3.659089268079314432e+18,3.335617764181420800e+17,2.741023756492774400e+18,3.659455213600673792e+18,6.733674800990230528e+18,1.996524721256978955e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.588174514259299278e+10,1.047754019823843241e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,6.250000000000000000e-01,3.249999999999999556e-01,3.659089268079314432e+18,3.335617764181420800e+17,2.741023756492774400e+18,3.659455213600673792e+18,6.733674800990230528e+18,1.996524721256978955e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.588174514259299278e+10,1.433768658706311703e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,6.250000000000000000e-01,4.124999999999999778e-01,3.659089268079314432e+18,3.335617764181420800e+17,2.741023756492774400e+18,3.659455213600673792e+18,6.733674800990230528e+18,1.996524721256978955e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.588174514259299278e+10,1.819783297588780403e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,6.250000000000000000e-01,5.000000000000000000e-01,3.659089268079314432e+18,3.335617764181420800e+17,2.741023756492774400e+18,3.659455213600673792e+18,6.733674800990230528e+18,1.996524721256978955e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.588174514259299278e+10,2.205797936471249104e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,7.500000000000000000e-01,1.499999999999999944e-01,3.659089268079314432e+18,3.335617764181420800e+17,3.289228507791329280e+18,3.659455213600673792e+18,7.281879552288786432e+18,1.836984151743475013e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.461264857797726440e+10,6.088603574157193899e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,7.500000000000000000e-01,2.374999999999999889e-01,3.659089268079314432e+18,3.335617764181420800e+17,3.289228507791329280e+18,3.659455213600673792e+18,7.281879552288786432e+18,1.836984151743475013e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.461264857797726440e+10,9.640288992415556908e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,7.500000000000000000e-01,3.249999999999999556e-01,3.659089268079314432e+18,3.335617764181420800e+17,3.289228507791329280e+18,3.659455213600673792e+18,7.281879552288786432e+18,1.836984151743475013e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.461264857797726440e+10,1.319197441067391634e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,7.500000000000000000e-01,4.124999999999999778e-01,3.659089268079314432e+18,3.335617764181420800e+17,3.289228507791329280e+18,3.659455213600673792e+18,7.281879552288786432e+18,1.836984151743475013e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.461264857797726440e+10,1.674365982893228054e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,7.500000000000000000e-01,5.000000000000000000e-01,3.659089268079314432e+18,3.335617764181420800e+17,3.289228507791329280e+18,3.659455213600673792e+18,7.281879552288786432e+18,1.836984151743475013e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.461264857797726440e+10,2.029534524719064474e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,8.750000000000000000e-01,1.499999999999999944e-01,3.659089268079314432e+18,3.335617764181420800e+17,3.837433259089884160e+18,3.659455213600673792e+18,7.830084303587340288e+18,1.701077807170302185e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.353155506343583298e+10,5.638147943098263741e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,8.750000000000000000e-01,2.374999999999999889e-01,3.659089268079314432e+18,3.335617764181420800e+17,3.837433259089884160e+18,3.659455213600673792e+18,7.830084303587340288e+18,1.701077807170302185e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.353155506343583298e+10,8.927067576572251320e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,8.750000000000000000e-01,3.249999999999999556e-01,3.659089268079314432e+18,3.335617764181420800e+17,3.837433259089884160e+18,3.659455213600673792e+18,7.830084303587340288e+18,1.701077807170302185e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.353155506343583298e+10,1.221598721004623652e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,8.750000000000000000e-01,4.124999999999999778e-01,3.659089268079314432e+18,3.335617764181420800e+17,3.837433259089884160e+18,3.659455213600673792e+18,7.830084303587340288e+18,1.701077807170302185e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.353155506343583298e+10,1.550490684352022409e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,8.750000000000000000e-01,5.000000000000000000e-01,3.659089268079314432e+18,3.335617764181420800e+17,3.837433259089884160e+18,3.659455213600673792e+18,7.830084303587340288e+18,1.701077807170302185e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.353155506343583298e+10,1.879382647699421167e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,1.000000000000000000e+00,1.499999999999999944e-01,3.659089268079314432e+18,3.335617764181420800e+17,4.385638010388439040e+18,3.659455213600673792e+18,8.378289054885896192e+18,1.583911920720289891e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.259953617672074318e+10,5.249806740300309658e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,1.000000000000000000e+00,2.374999999999999889e-01,3.659089268079314432e+18,3.335617764181420800e+17,4.385638010388439040e+18,3.659455213600673792e+18,8.378289054885896192e+18,1.583911920720289891e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.259953617672074318e+10,8.312194005475490093e+08
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,1.000000000000000000e+00,3.249999999999999556e-01,3.659089268079314432e+18,3.335617764181420800e+17,4.385638010388439040e+18,3.659455213600673792e+18,8.378289054885896192e+18,1.583911920720289891e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.259953617672074318e+10,1.137458127065066814e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,1.000000000000000000e+00,4.124999999999999778e-01,3.659089268079314432e+18,3.335617764181420800e+17,4.385638010388439040e+18,3.659455213600673792e+18,8.378289054885896192e+18,1.583911920720289891e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.259953617672074318e+10,1.443696853582585096e+09
1.000000000000000000e+00,3.200000000000000000e+01,2.274999999999999911e+00,1.300000000000000044e+00,1.000000000000000000e+00,5.000000000000000000e-01,3.659089268079314432e+18,3.335617764181420800e+17,4.385638010388439040e+18,3.659455213600673792e+18,8.378289054885896192e+18,1.583911920720289891e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,1.259953617672074318e+10,1.749935580100103140e+09
1.000000000000000000e+00,3.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,1.499999999999999944e-01,3.659089268079314432e+18,1.282929909300546400e+17,2.192819005194219520e+18,3.659455213600673792e+18,5.980201264203588608e+18,3.065068179437031722e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,2.438168240653848267e+10,1.015903433605770111e+09
1.000000000000000000e+00,3.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.374999999999999889e-01,3.659089268079314432e+18,1.282929909300546400e+17,2.192819005194219520e+18,3.659455213600673792e+18,5.980201264203588608e+18,3.065068179437031722e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,2.438168240653848267e+10,1.608513769875802755e+09
1.000000000000000000e+00,3.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,3.249999999999999556e-01,3.659089268079314432e+18,1.282929909300546400e+17,2.192819005194219520e+18,3.659455213600673792e+18,5.980201264203588608e+18,3.065068179437031722e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,2.438168240653848267e+10,2.201124106145834923e+09
1.000000000000000000e+00,3.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,4.124999999999999778e-01,3.659089268079314432e+18,1.282929909300546400e+17,2.192819005194219520e+18,3.659455213600673792e+18,5.980201264203588608e+18,3.065068179437031722e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,2.438168240653848267e+10,2.793734442415867329e+09
1.000000000000000000e+00,3.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,3.659089268079314432e+18,1.282929909300546400e+17,2.192819005194219520e+18,3.659455213600673792e+18,5.980201264203588608e+18,3.065068179437031722e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,2.438168240653848267e+10,3.386344778685900211e+09
1.000000000000000000e+00,3.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,1.499999999999999944e-01,3.659089268079314432e+18,1.282929909300546400e+17,2.741023756492774400e+18,3.659455213600673792e+18,6.528406015502143488e+18,2.783191522650079060e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,2.213943958476261139e+10,9.224766493651087284e+08
1.000000000000000000e+00,3.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,2.374999999999999889e-01,3.659089268079314432e+18,1.282929909300546400e+17,2.741023756492774400e+18,3.659455213600673792e+18,6.528406015502143488e+18,2.783191522650079060e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,2.213943958476261139e+10,1.460588028161422253e+09
1.000000000000000000e+00,3.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,3.249999999999999556e-01,3.659089268079314432e+18,1.282929909300546400e+17,2.741023756492774400e+18,3.659455213600673792e+18,6.528406015502143488e+18,2.783191522650079060e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,2.213943958476261139e+10,1.998699406957735300e+09
1.000000000000000000e+00,3.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,4.124999999999999778e-01,3.659089268079314432e+18,1.282929909300546400e+17,2.741023756492774400e+18,3.659455213600673792e+18,6.528406015502143488e+18,2.783191522650079060e+04,4.959454260806982262e+00,7.235290739568582818e-01,2.100604275473315699e-02,5.703989377518573711e+00,7.415052841174374407e+02,-9.851216372175790070e+01,-9.504054573919302751e-01,1.224515852352312493e+02,6.415052841174374798e+00,2.213943958476261139e+10,2.536810785754048824e+09
